ID,emotion
280,6
281,3
282,5
283,6
284,2
285,4
286,6
287,5
288,6
289,4
290,6
291,5
292,3
293,6
294,4
295,3
296,6
297,4
298,6
299,6
300,3
301,4
302,4
303,3
304,3
305,0
306,3
307,5
308,3
309,3
310,3
311,3
312,0
313,6
314,3
315,0
316,6
317,4
318,2
319,4
320,3
321,0
322,2
323,3
324,6
325,6
326,0
327,6
328,3
329,3
330,5
331,3
332,3
333,0
334,3
335,0
336,3
337,2
338,0
339,0
340,4
341,4
342,5
343,6
344,6
345,2
346,6
347,3
348,3
349,2
350,0
351,4
352,0
353,6
354,3
355,6
356,4
357,3
358,4
359,3
360,2
361,2
362,4
363,3
364,4
365,5
366,3
367,3
368,3
369,2
370,4
371,4
372,6
373,4
374,4
375,4
376,2
377,0
378,5
379,4
380,4
381,6
382,5
383,3
384,4
385,3
386,6
387,3
388,5
389,0
390,0
391,6
392,6
393,3
394,2
395,0
396,5
397,6
398,5
399,4
400,0
401,0
402,5
403,3
404,3
405,2
406,6
407,5
408,5
409,5
410,5
411,3
412,5
413,4
414,3
415,3
416,6
417,6
418,6
419,5
420,4
421,6
422,3
423,2
424,4
425,0
426,0
427,2
428,3
429,3
430,4
431,2
432,4
433,4
434,6
435,6
436,0
437,6
438,5
439,6
440,0
441,0
442,0
443,6
444,4
445,4
446,4
447,0
448,5
449,0
450,4
451,0
452,3
453,4
454,4
455,4
456,5
457,4
458,4
459,0
460,6
461,5
462,5
463,0
464,3
465,6
466,6
467,4
468,0
469,6
470,4
471,3
472,5
473,4
474,4
475,6
476,2
477,3
478,6
479,4
480,4
481,6
482,6
483,6
484,4
485,4
486,2
487,6
488,5
489,3
490,6
491,2
492,6
493,3
494,0
495,4
496,4
497,5
498,0
499,4
500,5
501,6
502,2
503,3
504,0
505,2
506,3
507,5
508,6
509,6
510,4
511,2
512,3
513,0
514,2
515,5
516,3
517,5
518,4
519,0
520,6
521,3
522,6
523,4
524,6
525,3
526,3
527,3
528,2
529,4
530,0
531,0
532,3
533,5
534,5
535,0
536,6
537,6
538,6
539,5
540,6
541,4
542,4
543,6
544,6
545,5
546,0
547,6
548,4
549,3
550,3
551,4
552,4
553,4
554,4
555,0
556,4
557,0
558,0
559,0
560,4
561,0
562,6
563,5
564,0
565,2
566,5
567,6
568,5
569,4
570,6
571,0
572,3
573,0
574,6
575,2
576,2
577,2
578,3
579,4
580,6
581,4
582,3
583,2
584,3
585,5
586,4
587,4
588,2
589,4
590,2
591,6
592,3
593,4
594,6
595,3
596,6
597,4
598,4
599,4
600,0
601,4
602,0
603,4
604,0
605,3
606,4
607,0
608,6
609,6
610,4
611,0
612,5
613,3
614,4
615,2
616,6
617,0
618,6
619,4
620,4
621,0
622,6
623,6
624,3
625,3
626,3
627,4
628,2
629,6
630,3
631,6
632,6
633,0
634,6
635,5
636,4
637,5
638,0
639,0
640,0
641,2
642,4
643,3
644,0
645,3
646,2
647,6
648,5
649,5
650,3
651,4
652,4
653,4
654,3
655,4
656,2
657,3
658,0
659,6
660,5
661,4
662,3
663,3
664,3
665,3
666,5
667,4
668,0
669,4
670,0
671,4
672,6
673,6
674,0
675,6
676,6
677,0
678,4
679,6
680,6
681,0
682,2
683,5
684,6
685,2
686,6
687,6
688,3
689,6
690,3
691,3
692,5
693,4
694,0
695,6
696,6
697,5
698,3
699,0
700,0
701,2
702,3
703,2
704,4
705,5
706,4
707,3
708,6
709,3
710,3
711,0
712,4
713,2
714,3
715,6
716,5
717,6
718,4
719,2
720,6
721,0
722,3
723,3
724,2
725,4
726,0
727,0
728,2
729,6
730,6
731,3
732,4
733,6
734,6
735,6
736,6
737,6
738,4
739,0
740,3
741,6
742,6
743,0
744,3
745,3
746,4
747,0
748,3
749,5
750,3
751,6
752,3
753,0
754,6
755,6
756,4
757,0
758,0
759,3
760,4
761,6
762,0
763,0
764,3
765,6
766,3
767,4
768,6
769,6
770,6
771,3
772,0
773,6
774,4
775,2
776,5
777,3
778,6
779,6
780,0
781,6
782,6
783,6
784,4
785,0
786,6
787,3
788,4
789,2
790,6
791,3
792,0
793,3
794,4
795,4
796,3
797,6
798,5
799,0
800,5
801,3
802,0
803,5
804,0
805,5
806,3
807,5
808,6
809,4
810,4
811,3
812,0
813,4
814,6
815,0
816,4
817,6
818,3
819,4
820,5
821,6
822,5
823,2
824,0
825,5
826,6
827,5
828,4
829,5
830,6
831,0
832,5
833,5
834,6
835,5
836,0
837,3
838,4
839,2
840,0
841,6
842,4
843,0
844,4
845,6
846,0
847,3
848,6
849,6
850,5
851,6
852,4
853,4
854,6
855,0
856,2
857,4
858,3
859,6
860,6
861,4
862,2
863,0
864,4
865,6
866,6
867,0
868,0
869,3
870,3
871,3
872,3
873,0
874,6
875,4
876,6
877,4
878,5
879,3
880,0
881,3
882,0
883,6
884,6
885,5
886,4
887,0
888,4
889,4
890,5
891,3
892,5
893,4
894,4
895,2
896,6
897,0
898,3
899,4
900,6
901,6
902,3
903,3
904,6
905,5
906,3
907,3
908,5
909,4
910,5
911,2
912,4
913,6
914,0
915,4
916,6
917,4
918,6
919,4
920,4
921,6
922,4
923,3
924,4
925,4
926,3
927,2
928,6
929,6
930,4
931,2
932,0
933,5
934,4
935,0
936,6
937,4
938,5
939,3
940,3
941,3
942,5
943,4
944,0
945,0
946,0
947,0
948,6
949,3
950,3
951,5
952,2
953,0
954,2
955,0
956,4
957,4
958,6
959,6
960,2
961,3
962,6
963,0
964,5
965,2
966,0
967,0
968,5
969,3
970,3
971,3
972,3
973,6
974,0
975,6
976,0
977,4
978,0
979,4
980,6
981,4
982,5
983,4
984,6
985,6
986,6
987,3
988,0
989,3
990,3
991,6
992,6
993,2
994,6
995,4
996,0
997,4
998,6
999,3
1000,3
1001,2
1002,3
1003,6
1004,4
1005,4
1006,6
1007,0
1008,4
1009,5
1010,0
1011,6
1012,5
1013,6
1014,3
1015,4
1016,3
1017,6
1018,0
1019,3
1020,4
1021,6
1022,0
1023,0
1024,0
1025,2
1026,4
1027,0
1028,4
1029,0
1030,6
1031,4
1032,0
1033,3
1034,3
1035,0
1036,3
1037,3
1038,0
1039,5
1040,3
1041,6
1042,4
1043,3
1044,0
1045,0
1046,6
1047,3
1048,4
1049,4
1050,4
1051,3
1052,3
1053,4
1054,4
1055,5
1056,3
1057,4
1058,0
1059,3
1060,6
1061,3
1062,3
1063,3
1064,3
1065,3
1066,0
1067,3
1068,3
1069,4
1070,3
1071,4
1072,4
1073,0
1074,3
1075,0
1076,2
1077,1
1078,4
1079,6
1080,0
1081,3
1082,3
1083,5
1084,4
1085,4
1086,6
1087,3
1088,5
1089,5
1090,3
1091,0
1092,3
1093,3
1094,3
1095,2
1096,4
1097,6
1098,3
1099,0
1100,6
1101,6
1102,2
1103,3
1104,2
1105,6
1106,4
1107,0
1108,4
1109,0
1110,0
1111,0
1112,6
1113,2
1114,4
1115,6
1116,4
1117,6
1118,2
1119,4
1120,3
1121,2
1122,0
1123,3
1124,0
1125,5
1126,3
1127,4
1128,2
1129,3
1130,0
1131,6
1132,6
1133,6
1134,3
1135,3
1136,3
1137,2
1138,4
1139,3
1140,4
1141,2
1142,0
1143,2
1144,4
1145,6
1146,4
1147,0
1148,3
1149,6
1150,4
1151,6
1152,6
1153,6
1154,0
1155,5
1156,5
1157,3
1158,6
1159,3
1160,0
1161,4
1162,6
1163,6
1164,2
1165,0
1166,4
1167,0
1168,0
1169,6
1170,0
1171,6
1172,4
1173,3
1174,5
1175,6
1176,4
1177,6
1178,6
1179,0
1180,2
1181,3
1182,3
1183,6
1184,0
1185,6
1186,5
1187,3
1188,5
1189,6
1190,3
1191,4
1192,6
1193,0
1194,6
1195,3
1196,5
1197,3
1198,2
1199,3
1200,4
1201,5
1202,6
1203,4
1204,4
1205,6
1206,4
1207,3
1208,6
1209,3
1210,4
1211,3
1212,5
1213,6
1214,6
1215,0
1216,6
1217,6
1218,3
1219,5
1220,6
1221,4
1222,3
1223,0
1224,3
1225,0
1226,3
1227,4
1228,4
1229,4
1230,6
1231,6
1232,3
1233,6
1234,4
1235,6
1236,6
1237,2
1238,3
1239,0
1240,4
1241,4
1242,0
1243,0
1244,5
1245,6
1246,3
1247,5
1248,4
1249,5
1250,3
1251,3
1252,6
1253,3
1254,2
1255,0
1256,6
1257,3
1258,2
1259,3
1260,6
1261,6
1262,0
1263,0
1264,6
1265,6
1266,3
1267,3
1268,0
1269,0
1270,5
1271,6
1272,0
1273,3
1274,0
1275,4
1276,5
1277,6
1278,4
1279,3
1280,3
1281,0
1282,2
1283,3
1284,3
1285,3
1286,4
1287,3
1288,6
1289,5
1290,4
1291,0
1292,4
1293,4
1294,0
1295,3
1296,6
1297,5
1298,3
1299,6
1300,5
1301,4
1302,6
1303,3
1304,4
1305,2
1306,2
1307,3
1308,3
1309,6
1310,4
1311,6
1312,4
1313,3
1314,2
1315,6
1316,0
1317,4
1318,6
1319,4
1320,0
1321,2
1322,6
1323,3
1324,0
1325,3
1326,3
1327,4
1328,4
1329,5
1330,6
1331,5
1332,4
1333,3
1334,4
1335,0
1336,6
1337,0
1338,5
1339,0
1340,5
1341,3
1342,6
1343,6
1344,6
1345,6
1346,6
1347,6
1348,4
1349,3
1350,6
1351,6
1352,4
1353,3
1354,6
1355,4
1356,3
1357,3
1358,0
1359,5
1360,2
1361,4
1362,2
1363,5
1364,6
1365,5
1366,0
1367,4
1368,2
1369,4
1370,0
1371,2
1372,6
1373,5
1374,0
1375,3
1376,4
1377,0
1378,6
1379,5
1380,0
1381,3
1382,4
1383,3
1384,0
1385,0
1386,4
1387,3
1388,6
1389,3
1390,3
1391,3
1392,5
1393,3
1394,3
1395,6
1396,4
1397,6
1398,3
1399,3
1400,5
1401,6
1402,6
1403,3
1404,5
1405,4
1406,3
1407,4
1408,3
1409,6
1410,4
1411,3
1412,0
1413,4
1414,4
1415,4
1416,4
1417,6
1418,4
1419,3
1420,6
1421,2
1422,4
1423,3
1424,6
1425,5
1426,4
1427,3
1428,6
1429,4
1430,0
1431,2
1432,6
1433,6
1434,5
1435,3
1436,6
1437,2
1438,6
1439,3
1440,4
1441,0
1442,4
1443,2
1444,5
1445,0
1446,6
1447,3
1448,0
1449,6
1450,3
1451,6
1452,6
1453,6
1454,4
1455,3
1456,3
1457,0
1458,3
1459,0
1460,3
1461,6
1462,2
1463,0
1464,4
1465,2
1466,5
1467,3
1468,3
1469,5
1470,3
1471,4
1472,6
1473,4
1474,3
1475,4
1476,5
1477,3
1478,3
1479,3
1480,3
1481,6
1482,5
1483,2
1484,2
1485,3
1486,5
1487,6
1488,2
1489,0
1490,4
1491,6
1492,4
1493,3
1494,3
1495,6
1496,5
1497,0
1498,6
1499,4
1500,2
1501,5
1502,6
1503,4
1504,2
1505,3
1506,6
1507,0
1508,3
1509,3
1510,4
1511,4
1512,6
1513,3
1514,2
1515,5
1516,4
1517,5
1518,4
1519,0
1520,3
1521,6
1522,0
1523,4
1524,5
1525,4
1526,6
1527,0
1528,0
1529,2
1530,6
1531,2
1532,4
1533,3
1534,0
1535,5
1536,2
1537,3
1538,4
1539,4
1540,3
1541,3
1542,4
1543,2
1544,0
1545,4
1546,4
1547,6
1548,3
1549,2
1550,4
1551,0
1552,0
1553,3
1554,0
1555,3
1556,3
1557,3
1558,6
1559,3
1560,0
1561,6
1562,4
1563,6
1564,2
1565,4
1566,6
1567,6
1568,4
1569,4
1570,6
1571,4
1572,3
1573,6
1574,5
1575,6
1576,3
1577,0
1578,3
1579,6
1580,3
1581,0
1582,6
1583,6
1584,4
1585,5
1586,3
1587,6
1588,0
1589,6
1590,4
1591,3
1592,5
1593,6
1594,0
1595,6
1596,4
1597,0
1598,6
1599,3
1600,2
1601,2
1602,4
1603,6
1604,5
1605,6
1606,0
1607,6
1608,2
1609,0
1610,2
1611,6
1612,6
1613,2
1614,5
1615,3
1616,3
1617,2
1618,4
1619,0
1620,3
1621,3
1622,3
1623,6
1624,3
1625,6
1626,3
1627,4
1628,2
1629,3
1630,3
1631,6
1632,2
1633,3
1634,3
1635,3
1636,4
1637,6
1638,6
1639,0
1640,4
1641,6
1642,3
1643,3
1644,4
1645,6
1646,3
1647,5
1648,6
1649,6
1650,4
1651,3
1652,5
1653,3
1654,6
1655,3
1656,4
1657,0
1658,6
1659,6
1660,6
1661,0
1662,3
1663,0
1664,3
1665,6
1666,6
1667,0
1668,6
1669,0
1670,4
1671,2
1672,4
1673,6
1674,3
1675,4
1676,6
1677,6
1678,6
1679,5
1680,5
1681,4
1682,5
1683,6
1684,3
1685,5
1686,0
1687,6
1688,6
1689,4
1690,4
1691,0
1692,3
1693,3
1694,4
1695,3
1696,4
1697,0
1698,3
1699,3
1700,6
1701,4
1702,2
1703,2
1704,5
1705,4
1706,3
1707,0
1708,3
1709,3
1710,4
1711,4
1712,0
1713,6
1714,6
1715,5
1716,3
1717,3
1718,6
1719,5
1720,0
1721,2
1722,0
1723,0
1724,4
1725,4
1726,6
1727,4
1728,3
1729,3
1730,6
1731,4
1732,6
1733,6
1734,4
1735,3
1736,4
1737,0
1738,0
1739,0
1740,5
1741,3
1742,6
1743,5
1744,3
1745,6
1746,6
1747,4
1748,4
1749,6
1750,0
1751,2
1752,0
1753,5
1754,0
1755,3
1756,2
1757,2
1758,4
1759,0
1760,0
1761,4
1762,6
1763,3
1764,6
1765,4
1766,6
1767,4
1768,5
1769,3
1770,3
1771,0
1772,2
1773,3
1774,2
1775,3
1776,3
1777,6
1778,0
1779,0
1780,2
1781,5
1782,6
1783,2
1784,2
1785,0
1786,3
1787,0
1788,3
1789,0
1790,3
1791,0
1792,3
1793,4
1794,5
1795,4
1796,4
1797,6
1798,0
1799,5
1800,0
1801,0
1802,6
1803,2
1804,3
1805,5
1806,4
1807,6
1808,6
1809,3
1810,5
1811,4
1812,5
1813,3
1814,6
1815,4
1816,2
1817,0
1818,0
1819,6
1820,2
1821,4
1822,4
1823,3
1824,6
1825,3
1826,6
1827,0
1828,6
1829,5
1830,4
1831,6
1832,4
1833,6
1834,4
1835,4
1836,4
1837,0
1838,0
1839,6
1840,0
1841,4
1842,0
1843,2
1844,3
1845,6
1846,4
1847,6
1848,4
1849,6
1850,0
1851,3
1852,3
1853,6
1854,2
1855,0
1856,2
1857,4
1858,6
1859,5
1860,5
1861,3
1862,4
1863,3
1864,6
1865,5
1866,5
1867,4
1868,6
1869,3
1870,4
1871,2
1872,2
1873,6
1874,3
1875,2
1876,2
1877,3
1878,5
1879,3
1880,4
1881,0
1882,6
1883,5
1884,0
1885,6
1886,5
1887,4
1888,5
1889,5
1890,2
1891,2
1892,6
1893,0
1894,4
1895,6
1896,3
1897,0
1898,2
1899,6
1900,3
1901,6
1902,3
1903,4
1904,5
1905,4
1906,6
1907,6
1908,6
1909,2
1910,2
1911,0
1912,5
1913,4
1914,6
1915,5
1916,6
1917,5
1918,6
1919,2
1920,5
1921,4
1922,2
1923,4
1924,4
1925,4
1926,5
1927,3
1928,3
1929,0
1930,4
1931,0
1932,5
1933,2
1934,4
1935,6
1936,5
1937,6
1938,3
1939,6
1940,5
1941,6
1942,6
1943,3
1944,3
1945,4
1946,5
1947,4
1948,6
1949,2
1950,6
1951,4
1952,6
1953,3
1954,6
1955,3
1956,3
1957,4
1958,6
1959,3
1960,3
1961,5
1962,3
1963,4
1964,2
1965,4
1966,4
1967,3
1968,3
1969,4
1970,3
1971,3
1972,4
1973,2
1974,3
1975,3
1976,6
1977,4
1978,6
1979,4
1980,3
1981,6
1982,6
1983,4
1984,6
1985,3
1986,0
1987,4
1988,0
1989,3
1990,0
1991,4
1992,5
1993,4
1994,4
1995,6
1996,3
1997,3
1998,2
1999,6
2000,6
2001,0
2002,3
2003,0
2004,4
2005,4
2006,5
2007,4
2008,2
2009,6
2010,6
2011,0
2012,3
2013,0
2014,6
2015,2
2016,6
2017,5
2018,5
2019,4
2020,6
2021,2
2022,3
2023,2
2024,4
2025,2
2026,3
2027,0
2028,6
2029,3
2030,5
2031,0
2032,2
2033,3
2034,0
2035,6
2036,6
2037,0
2038,6
2039,2
2040,4
2041,3
2042,0
2043,5
2044,4
2045,0
2046,4
2047,3
2048,4
2049,0
2050,2
2051,0
2052,3
2053,0
2054,6
2055,6
2056,2
2057,6
2058,6
2059,6
2060,3
2061,5
2062,0
2063,3
2064,4
2065,0
2066,0
2067,6
2068,0
2069,5
2070,5
2071,3
2072,3
2073,0
2074,6
2075,0
2076,6
2077,4
2078,4
2079,5
2080,0
2081,4
2082,5
2083,4
2084,5
2085,3
2086,2
2087,3
2088,3
2089,0
2090,6
2091,4
2092,4
2093,3
2094,3
2095,6
2096,3
2097,3
2098,4
2099,2
2100,3
2101,6
2102,0
2103,5
2104,6
2105,5
2106,3
2107,4
2108,4
2109,4
2110,6
2111,2
2112,3
2113,5
2114,3
2115,3
2116,3
2117,3
2118,3
2119,3
2120,0
2121,0
2122,3
2123,0
2124,3
2125,6
2126,0
2127,3
2128,3
2129,3
2130,6
2131,3
2132,6
2133,6
2134,3
2135,4
2136,6
2137,0
2138,4
2139,4
2140,3
2141,3
2142,6
2143,3
2144,0
2145,4
2146,3
2147,3
2148,6
2149,2
2150,0
2151,3
2152,5
2153,0
2154,5
2155,6
2156,3
2157,5
2158,5
2159,4
2160,4
2161,6
2162,3
2163,3
2164,0
2165,5
2166,3
2167,3
2168,5
2169,0
2170,0
2171,2
2172,4
2173,3
2174,4
2175,6
2176,4
2177,3
2178,0
2179,0
2180,6
2181,6
2182,0
2183,3
2184,6
2185,5
2186,3
2187,0
2188,6
2189,3
2190,4
2191,5
2192,0
2193,0
2194,3
2195,3
2196,3
2197,6
2198,2
2199,6
2200,3
2201,4
2202,6
2203,4
2204,3
2205,4
2206,6
2207,3
2208,6
2209,3
2210,4
2211,2
2212,3
2213,3
2214,4
2215,4
2216,4
2217,2
2218,6
2219,0
2220,6
2221,5
2222,2
2223,0
2224,6
2225,4
2226,6
2227,5
2228,2
2229,4
2230,3
2231,4
2232,2
2233,4
2234,6
2235,5
2236,4
2237,6
2238,0
2239,2
2240,3
2241,5
2242,4
2243,3
2244,0
2245,6
2246,6
2247,3
2248,0
2249,6
2250,0
2251,6
2252,3
2253,3
2254,3
2255,4
2256,0
2257,3
2258,4
2259,5
2260,0
2261,5
2262,3
2263,5
2264,0
2265,6
2266,6
2267,3
2268,0
2269,6
2270,5
2271,3
2272,6
2273,0
2274,4
2275,6
2276,3
2277,6
2278,3
2279,6
2280,4
2281,5
2282,6
2283,4
2284,5
2285,5
2286,4
2287,3
2288,6
2289,2
2290,6
2291,3
2292,3
2293,3
2294,0
2295,3
2296,5
2297,5
2298,3
2299,2
2300,5
2301,2
2302,6
2303,4
2304,3
2305,0
2306,4
2307,6
2308,4
2309,3
2310,3
2311,6
2312,3
2313,6
2314,3
2315,6
2316,3
2317,2
2318,0
2319,3
2320,0
2321,0
2322,5
2323,0
2324,6
2325,0
2326,3
2327,3
2328,4
2329,5
2330,0
2331,3
2332,4
2333,6
2334,0
2335,3
2336,0
2337,0
2338,4
2339,5
2340,6
2341,6
2342,6
2343,3
2344,3
2345,3
2346,5
2347,6
2348,3
2349,3
2350,5
2351,6
2352,0
2353,3
2354,3
2355,3
2356,4
2357,4
2358,3
2359,4
2360,2
2361,6
2362,6
2363,5
2364,6
2365,6
2366,3
2367,6
2368,3
2369,0
2370,4
2371,2
2372,3
2373,6
2374,4
2375,6
2376,3
2377,3
2378,3
2379,3
2380,4
2381,3
2382,2
2383,6
2384,6
2385,2
2386,6
2387,5
2388,6
2389,0
2390,6
2391,4
2392,0
2393,3
2394,5
2395,0
2396,4
2397,0
2398,3
2399,2
2400,0
2401,4
2402,4
2403,4
2404,3
2405,4
2406,6
2407,2
2408,5
2409,0
2410,3
2411,3
2412,0
2413,3
2414,5
2415,6
2416,3
2417,2
2418,5
2419,0
2420,3
2421,0
2422,2
2423,3
2424,4
2425,5
2426,5
2427,4
2428,3
2429,3
2430,3
2431,6
2432,3
2433,3
2434,2
2435,3
2436,2
2437,3
2438,3
2439,5
2440,3
2441,6
2442,3
2443,0
2444,0
2445,0
2446,6
2447,2
2448,4
2449,2
2450,4
2451,2
2452,3
2453,0
2454,0
2455,5
2456,6
2457,6
2458,0
2459,3
2460,0
2461,4
2462,3
2463,3
2464,6
2465,5
2466,4
2467,4
2468,3
2469,3
2470,0
2471,6
2472,6
2473,2
2474,4
2475,4
2476,5
2477,5
2478,3
2479,5
2480,2
2481,6
2482,4
2483,4
2484,5
2485,4
2486,5
2487,4
2488,4
2489,6
2490,5
2491,2
2492,6
2493,2
2494,3
2495,0
2496,2
2497,0
2498,5
2499,0
2500,3
2501,3
2502,0
2503,6
2504,6
2505,0
2506,3
2507,6
2508,0
2509,4
2510,4
2511,5
2512,4
2513,0
2514,6
2515,5
2516,2
2517,4
2518,6
2519,4
2520,5
2521,0
2522,3
2523,2
2524,0
2525,4
2526,0
2527,0
2528,3
2529,4
2530,2
2531,3
2532,6
2533,3
2534,3
2535,3
2536,0
2537,3
2538,4
2539,0
2540,4
2541,4
2542,3
2543,3
2544,6
2545,4
2546,0
2547,3
2548,3
2549,4
2550,3
2551,4
2552,6
2553,0
2554,6
2555,6
2556,6
2557,4
2558,0
2559,4
2560,6
2561,6
2562,2
2563,0
2564,4
2565,5
2566,3
2567,4
2568,3
2569,4
2570,5
2571,4
2572,0
2573,6
2574,6
2575,0
2576,6
2577,3
2578,6
2579,3
2580,4
2581,6
2582,4
2583,3
2584,3
2585,0
2586,5
2587,3
2588,0
2589,3
2590,3
2591,2
2592,4
2593,3
2594,4
2595,3
2596,5
2597,3
2598,4
2599,0
2600,0
2601,3
2602,0
2603,0
2604,4
2605,6
2606,0
2607,6
2608,3
2609,2
2610,4
2611,4
2612,3
2613,4
2614,0
2615,6
2616,5
2617,4
2618,6
2619,4
2620,4
2621,3
2622,4
2623,2
2624,6
2625,4
2626,3
2627,3
2628,3
2629,6
2630,0
2631,3
2632,5
2633,0
2634,4
2635,4
2636,6
2637,5
2638,3
2639,4
2640,5
2641,3
2642,3
2643,3
2644,4
2645,5
2646,5
2647,4
2648,4
2649,2
2650,3
2651,2
2652,6
2653,3
2654,4
2655,3
2656,5
2657,6
2658,3
2659,6
2660,0
2661,6
2662,3
2663,6
2664,6
2665,6
2666,3
2667,6
2668,3
2669,3
2670,5
2671,4
2672,6
2673,4
2674,6
2675,4
2676,3
2677,6
2678,4
2679,4
2680,2
2681,6
2682,4
2683,5
2684,5
2685,4
2686,2
2687,4
2688,4
2689,4
2690,0
2691,3
2692,0
2693,0
2694,3
2695,2
2696,4
2697,5
2698,4
2699,6
2700,6
2701,4
2702,3
2703,4
2704,6
2705,3
2706,6
2707,6
2708,6
2709,2
2710,2
2711,3
2712,3
2713,4
2714,3
2715,5
2716,3
2717,6
2718,6
2719,0
2720,4
2721,0
2722,0
2723,4
2724,6
2725,5
2726,6
2727,6
2728,6
2729,6
2730,3
2731,3
2732,3
2733,4
2734,0
2735,6
2736,6
2737,6
2738,6
2739,0
2740,5
2741,4
2742,6
2743,5
2744,4
2745,3
2746,4
2747,4
2748,3
2749,3
2750,3
2751,3
2752,4
2753,6
2754,3
2755,5
2756,5
2757,2
2758,4
2759,4
2760,6
2761,6
2762,4
2763,6
2764,0
2765,5
2766,3
2767,2
2768,6
2769,0
2770,4
2771,5
2772,4
2773,4
2774,3
2775,6
2776,0
2777,0
2778,6
2779,4
2780,2
2781,0
2782,3
2783,0
2784,2
2785,5
2786,0
2787,6
2788,5
2789,0
2790,0
2791,4
2792,0
2793,6
2794,6
2795,4
2796,5
2797,4
2798,6
2799,0
2800,4
2801,5
2802,6
2803,6
2804,5
2805,5
2806,3
2807,3
2808,6
2809,6
2810,0
2811,4
2812,2
2813,4
2814,4
2815,5
2816,3
2817,4
2818,4
2819,0
2820,2
2821,6
2822,0
2823,6
2824,3
2825,5
2826,4
2827,4
2828,4
2829,6
2830,0
2831,4
2832,3
2833,6
2834,3
2835,0
2836,4
2837,2
2838,0
2839,2
2840,4
2841,4
2842,5
2843,3
2844,6
2845,6
2846,3
2847,4
2848,5
2849,3
2850,3
2851,5
2852,4
2853,6
2854,2
2855,5
2856,0
2857,4
2858,2
2859,2
2860,0
2861,2
2862,5
2863,3
2864,3
2865,3
2866,0
2867,6
2868,6
2869,3
2870,3
2871,0
2872,4
2873,0
2874,6
2875,2
2876,2
2877,4
2878,0
2879,5
2880,6
2881,0
2882,5
2883,6
2884,0
2885,6
2886,5
2887,0
2888,6
2889,3
2890,3
2891,2
2892,4
2893,4
2894,3
2895,0
2896,1
2897,3
2898,3
2899,5
2900,4
2901,0
2902,6
2903,0
2904,5
2905,0
2906,6
2907,0
2908,0
2909,3
2910,5
2911,4
2912,3
2913,6
2914,2
2915,6
2916,4
2917,2
2918,4
2919,3
2920,2
2921,3
2922,4
2923,0
2924,5
2925,5
2926,4
2927,6
2928,4
2929,3
2930,4
2931,5
2932,2
2933,3
2934,4
2935,4
2936,3
2937,3
2938,4
2939,6
2940,0
2941,6
2942,6
2943,0
2944,4
2945,6
2946,4
2947,2
2948,4
2949,0
2950,6
2951,6
2952,6
2953,5
2954,5
2955,6
2956,5
2957,3
2958,4
2959,5
2960,3
2961,5
2962,0
2963,5
2964,2
2965,0
2966,3
2967,6
2968,4
2969,6
2970,5
2971,3
2972,4
2973,6
2974,3
2975,3
2976,2
2977,6
2978,5
2979,3
2980,6
2981,3
2982,4
2983,3
2984,0
2985,4
2986,0
2987,6
2988,4
2989,3
2990,5
2991,2
2992,4
2993,6
2994,6
2995,0
2996,6
2997,0
